State Code,FIPS County Code,County Name,Metal Level,Issuer Name,HIOS Issuer ID,Plan ID (Standard Component),Plan Marketing Name,Standardized Plan Option,Plan Type,Rating Area,Child Only Offering,Source,Customer Service Phone Number Local,Customer Service Phone Number Toll Free,Customer Service Phone Number TTY,Network URL,Plan Brochure URL,Summary of Benefits URL,Drug Formulary URL,Adult Dental ,Child Dental ,EHB Percent of Total Premium,Premium Scenarios,Premium Child Age 0-14,Premium Child Age 18,Premium Adult Individual Age 21,Premium Adult Individual Age 27,Premium Adult Individual Age 30 ,Premium Adult Individual Age 40 ,Premium Adult Individual Age 50 ,Premium Adult Individual Age 60 ,Premium Couple 21  ,Premium Couple 30 ,Premium Couple 40 ,Premium Couple 50 ,Premium Couple 60 ,"Couple+1 child, Age 21","Couple+1 child, Age 30 ","Couple+1 child, Age 40 ","Couple+1 child, Age 50 ","Couple+2 children, Age 21","Couple+2 children, Age 30 ","Couple+2 children, Age 40 ","Couple+2 children, Age 50","Couple+3 or more Children, Age 21","Couple+3 or more Children, Age 30","Couple+3 or more Children, Age 40","Couple+3 or more Children, Age 50","Individual+1 child, Age 21","Individual+1 child, Age 30","Individual+1 child, Age 40","Individual+1 child, Age 50","Individual+2 children, Age 21","Individual+2 children, Age 30","Individual+2 children, Age 40","Individual+2 children, Age 50","Individual+3 or more children, Age 21","Individual+3 or more children, Age 30","Individual+3 or more children, Age 40","Individual+3 or more children, Age 50",Standard Plan Cost Sharing,Medical Deductible - Individual - Standard,Drug Deductible - Individual - Standard,Medical Deductible - Family - Standard,Drug Deductible - Family - Standard,Medical Deductible - Family (Per Person) - Standard,Drug Deductible - Family (Per Person) - Standard,Medical Maximum Out Of Pocket - Individual - Standard,Drug Maximum Out Of Pocket - Individual - Standard,Medical Maximum Out Of Pocket - Family - Standard,Drug Maximum Out Of Pocket - Family - Standard,Medical Maximum Out Of Pocket - Family (Per Person) - Standard,Drug Maximum Out Of Pocket - Family (Per Person) - Standard,Primary Care Physician - Standard,Specialist - Standard,Emergency Room - Standard,Inpatient Facility - Standard,Inpatient Physician - Standard,Generic Drugs - Standard,Preferred Brand Drugs - Standard,Non-preferred Brand Drugs - Standard,Specialty Drugs - Standard,73 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 73 Percent,Drug Deductible - Individual - 73 Percent,Medical Deductible - Family - 73 Percent,Drug Deductible - Family - 73 Percent,Medical Deductible - Family (Per Person) - 73 Percent,Drug Deductible - Family (Per Person) - 73 Percent,Medical Maximum Out Of Pocket - Individual - 73 Percent,Drug Maximum Out Of Pocket - Individual - 73 Percent,Medical Maximum Out Of Pocket - Family - 73 Percent,Drug Maximum Out Of Pocket - Family - 73 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 73 Percent,Primary Care Physician - 73 Percent,Specialist - 73 Percent,Emergency Room - 73 Percent,Inpatient Facility - 73 Percent,Inpatient Physician - 73 Percent,Generic Drugs - 73 Percent,Preferred Brand Drugs - 73 Percent,Non-preferred Brand Drugs - 73 Percent,Specialty Drugs - 73 Percent,87 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 87 Percent,Drug Deductible - Individual - 87 Percent,Medical Deductible - Family - 87 Percent,Drug Deductible - Family - 87 Percent,Medical Deductible - Family (Per Person) - 87 Percent,Drug Deductible - Family (Per Person) - 87 Percent,Medical Maximum Out Of Pocket - Individual - 87 Percent,Drug Maximum Out Of Pocket - Individual - 87 Percent,Medical Maximum Out Of Pocket - Family - 87 Percent,Drug Maximum Out Of Pocket - Family - 87 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 87 Percent,Primary Care Physician - 87 Percent,Specialist - 87 Percent,Emergency Room - 87 Percent,Inpatient Facility - 87 Percent,Inpatient Physician - 87 Percent,Generic Drugs - 87 Percent,Preferred Brand Drugs - 87 Percent,Non-preferred Brand Drugs - 87 Percent,Specialty Drugs - 87 Percent,94 Percent Actuarial Value Silver Plan Cost Sharing,Medical Deductible - Individual - 94 Percent,Drug Deductible - Individual - 94 Percent,Medical Deductible - Family - 94 Percent,Drug Deductible - Family - 94 Percent,Medical Deductible - Family (Per Person) - 94 Percent,Drug Deductible - Family (Per Person) - 94 Percent,Medical Maximum Out Of Pocket -individual - 94 Percent,Drug Maximum Out Of Pocket - individual - 94 Percent,Medical Maximum Out Of Pocket - family - 94 Percent,Drug Maximum Out Of Pocket - Family  - 94 Percent,Medical Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Drug Maximum Out Of Pocket - Family (Per Person) - 94 Percent,Primary Care Physician - 94 Percent,Specialist - 94 Percent,Emergency Room - 94 Percent,Inpatient Facility - 94 Percent,Inpatient Physician - 94 Percent,Generic Drugs - 94 Percent,Preferred Brand Drugs - 94 Percent,Non-preferred Brand Drugs - 94 Percent,Specialty Drugs - 94 Percent,,
OH,39003,Allen,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920417,Anthem Bronze Pathway X HMO 7450/0% for HSA (+ Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO74500forHSAIncentives/English/DG24746710,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,342.05,408.23,447.13,468.59,507.49,571.43,798.57,1213.51,894.26,1014.98,1142.86,1597.14,2427.02,1236.31,1357.03,1484.91,1939.19,1578.36,1699.08,1826.96,2281.24,1920.41,2041.13,2169.01,2623.29,789.18,849.54,913.48,1140.62,1131.23,1191.59,1255.53,1482.67,1473.28,1533.64,1597.58,1824.72,,"$7,450",Included in Medical,"$14,900",Included in Medical,"$7,450",Included in Medical,"$7,450",Included in Medical,"$14,900",Included in Medical,"$7,450",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39003,Allen,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920418,Anthem Silver Pathway X HMO 3200/10% for HSA (+ Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO320010forHSAIncentives/English/DG24746404,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,427.46,510.16,558.77,585.59,634.2,714.11,997.96,1516.5,1117.54,1268.4,1428.22,1995.92,3033,1545,1695.86,1855.68,2423.38,1972.46,2123.32,2283.14,2850.84,2399.92,2550.78,2710.6,3278.3,986.23,1061.66,1141.57,1425.42,1413.69,1489.12,1569.03,1852.88,1841.15,1916.58,1996.49,2280.34,,"$3,200",Included in Medical,"$6,400",Included in Medical,"$3,200",Included in Medical,"$7,450",Included in Medical,"$14,900",Included in Medical,"$7,450",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,$500 Copay after deductible and 10% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$2,600",Included in Medical,"$5,200",Included in Medical,"$2,600",Included in Medical,"$5,750",Included in Medical,"$11,500",Included in Medical,"$5,750",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,$500 Copay after deductible and 10% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,$825,Included in Medical,"$1,650",Included in Medical,$825,Included in Medical,"$1,950",Included in Medical,"$3,900",Included in Medical,"$1,950",Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,$500 Copay after deductible and 10% Coinsurance after deductible,$250 Copay per Stay after deductible and 50% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$200,Included in Medical,$800,Included in Medical,"$1,600",Included in Medical,$800,Included in Medical,10% Coinsurance after deductible,10% Coinsurance after deductible,$500 Copay after deductible and 10% Coinsurance after deductible,$150 Copay per Stay after deductible and 50% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,10% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,
OH,39003,Allen,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920420,Anthem Bronze Pathway X HMO 6000/20% for HSA (+ Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO600020forHSAIncentives/English/DG24746403,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,346.53,413.57,452.98,474.72,514.13,578.91,809.02,1229.39,905.96,1028.26,1157.82,1618.04,2458.78,1252.49,1374.79,1504.35,1964.57,1599.02,1721.32,1850.88,2311.1,1945.55,2067.85,2197.41,2657.63,799.51,860.66,925.44,1155.55,1146.04,1207.19,1271.97,1502.08,1492.57,1553.72,1618.5,1848.61,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,000",Included in Medical,"$7,450",Included in Medical,"$14,900",Included in Medical,"$7,450",Included in Medical,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,20% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39003,Allen,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920421,Anthem Silver Pathway X HMO 5400/0% for HSA ( + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO54000forHSAIncentives/English/DG24746422,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,434.92,519.06,568.52,595.81,645.27,726.57,1015.38,1542.96,1137.04,1290.54,1453.14,2030.76,3085.92,1571.96,1725.46,1888.06,2465.68,2006.88,2160.38,2322.98,2900.6,2441.8,2595.3,2757.9,3335.52,1003.44,1080.19,1161.49,1450.3,1438.36,1515.11,1596.41,1885.22,1873.28,1950.03,2031.33,2320.14,,"$5,400",Included in Medical,"$10,800",Included in Medical,"$5,400",Included in Medical,"$5,400",Included in Medical,"$10,800",Included in Medical,"$5,400",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$4,200",Included in Medical,"$8,400",Included in Medical,"$4,200",Included in Medical,"$4,200",Included in Medical,"$8,400",Included in Medical,"$4,200",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,"$1,475",Included in Medical,"$2,950",Included in Medical,"$1,475",Included in Medical,"$1,475",Included in Medical,"$2,950",Included in Medical,"$1,475",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,$550,Included in Medical,"$1,100",Included in Medical,$550,Included in Medical,$550,Included in Medical,"$1,100",Included in Medical,$550,Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,
OH,39003,Allen,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920423,Anthem Silver Pathway X HMO 3000 ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO30000VirtualPCP0SelectDrugsIncentives/English/DG24746355,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,435.14,519.32,568.81,596.11,645.6,726.94,1015.89,1543.75,1137.62,1291.2,1453.88,2031.78,3087.5,1572.76,1726.34,1889.02,2466.92,2007.9,2161.48,2324.16,2902.06,2443.04,2596.62,2759.3,3337.2,1003.95,1080.74,1162.08,1451.03,1439.09,1515.88,1597.22,1886.17,1874.23,1951.02,2032.36,2321.31,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$40 and 15% Coinsurance after deductible,15% Coinsurance after deductible,$200 Copay after deductible and 15% Coinsurance after deductible,$500 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$20,$50 Copay after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$3,000",Included in Medical,"$6,000",Included in Medical,"$3,000",Included in Medical,"$6,650",Included in Medical,"$13,300",Included in Medical,"$6,650",Included in Medical,$40 and 15% Coinsurance after deductible,15% Coinsurance after deductible,$200 Copay after deductible and 15% Coinsurance after deductible,$500 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$20,$50,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$1,100",Included in Medical,"$2,200",Included in Medical,"$1,100",Included in Medical,"$1,700",Included in Medical,"$3,400",Included in Medical,"$1,700",Included in Medical,$30 and 15% Coinsurance after deductible,15% Coinsurance after deductible,$200 Copay after deductible and 15% Coinsurance after deductible,$250 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$20,$50,40% Coinsurance after deductible,40% Coinsurance after deductible,,$200,Included in Medical,$400,Included in Medical,$200,Included in Medical,$650,Included in Medical,"$1,300",Included in Medical,$650,Included in Medical,$15 and 15% Coinsurance after deductible,15% Coinsurance after deductible,$200 Copay after deductible and 15% Coinsurance after deductible,$150 Copay per Stay after deductible and 15% Coinsurance after deductible,15% Coinsurance after deductible,$20,$50,40% Coinsurance after deductible,40% Coinsurance after deductible,,
OH,39003,Allen,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920424,Anthem Silver Pathway X HMO 5000 ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO50000VirtualPCP0SelectDrugsIncentives/English/DG24746399,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,419.03,500.1,547.75,574.04,621.7,700.02,978.28,1486.59,1095.5,1243.4,1400.04,1956.56,2973.18,1514.53,1662.43,1819.07,2375.59,1933.56,2081.46,2238.1,2794.62,2352.59,2500.49,2657.13,3213.65,966.78,1040.73,1119.05,1397.31,1385.81,1459.76,1538.08,1816.34,1804.84,1878.79,1957.11,2235.37,,"$5,000",Included in Medical,"$10,000",Included in Medical,"$5,000",Included in Medical,"$7,950",Included in Medical,"$15,900",Included in Medical,"$7,950",Included in Medical,$35,35% Coinsurance after deductible,$500 Copay after deductible and 35% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,35% Coinsurance after deductible,$10,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$3,650",Included in Medical,"$7,300",Included in Medical,"$3,650",Included in Medical,"$5,900",Included in Medical,"$11,800",Included in Medical,"$5,900",Included in Medical,$35,35% Coinsurance after deductible,$500 Copay after deductible and 35% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,35% Coinsurance after deductible,$10,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,$900,Included in Medical,"$1,800",Included in Medical,$900,Included in Medical,"$1,800",Included in Medical,"$3,600",Included in Medical,"$1,800",Included in Medical,$25,35% Coinsurance after deductible,$500 Copay after deductible and 35% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,35% Coinsurance after deductible,$10,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$650,Included in Medical,"$1,300",Included in Medical,$650,Included in Medical,$25,35% Coinsurance after deductible,$350 Copay after deductible and 35% Coinsurance after deductible,$350 Copay per Stay after deductible and 50% Coinsurance after deductible,35% Coinsurance after deductible,$10,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,
OH,39003,Allen,Catastrophic,Anthem Blue Cross and Blue Shield,29276,29276OH0920425,Anthem Catastrophic Pathway X HMO 9100 ( + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemCatastrophicPathwayXHMO9100Incentives/English/DG24746412,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,252.01,300.77,329.43,345.24,373.9,421.01,588.36,894.07,658.86,747.8,842.02,1176.72,1788.14,910.87,999.81,1094.03,1428.73,1162.88,1251.82,1346.04,1680.74,1414.89,1503.83,1598.05,1932.75,581.44,625.91,673.02,840.37,833.45,877.92,925.03,1092.38,1085.46,1129.93,1177.04,1344.39,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$40,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39003,Allen,Silver,Anthem Blue Cross and Blue Shield,29276,29276OH0920428,Anthem Silver Pathway X HMO 6000/25% ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemSilverPathwayXHMO6000250VirtualPCP0SelectDrugsIncentives/English/DG24746708,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,421.74,503.34,551.3,577.76,625.73,704.56,984.62,1496.23,1102.6,1251.46,1409.12,1969.24,2992.46,1524.34,1673.2,1830.86,2390.98,1946.08,2094.94,2252.6,2812.72,2367.82,2516.68,2674.34,3234.46,973.04,1047.47,1126.3,1406.36,1394.78,1469.21,1548.04,1828.1,1816.52,1890.95,1969.78,2249.84,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,000",Included in Medical,"$7,800",Included in Medical,"$15,600",Included in Medical,"$7,800",Included in Medical,$25,25% Coinsurance after deductible,$500 Copay after deductible and 25% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$3,450",Included in Medical,"$6,900",Included in Medical,"$3,450",Included in Medical,"$6,650",Included in Medical,"$13,300",Included in Medical,"$6,650",Included in Medical,$25,25% Coinsurance after deductible,$500 Copay after deductible and 25% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,"$1,300",Included in Medical,"$2,600",Included in Medical,"$1,300",Included in Medical,"$1,750",Included in Medical,"$3,500",Included in Medical,"$1,750",Included in Medical,$25,25% Coinsurance after deductible,$350 Copay after deductible and 25% Coinsurance after deductible,$250 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,$250,Included in Medical,$500,Included in Medical,$250,Included in Medical,$700,Included in Medical,"$1,400",Included in Medical,$700,Included in Medical,$10,25% Coinsurance after deductible,$250 Copay after deductible and 25% Coinsurance after deductible,$150 Copay per Stay after deductible and 50% Coinsurance after deductible,25% Coinsurance after deductible,$3,$40,40% Coinsurance after deductible,40% Coinsurance after deductible,,
OH,39003,Allen,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920429,Anthem Bronze Pathway X HMO 5500 ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO55000VirtualPCP0SelectDrugsIncentives/English/DG24746714,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,341.72,407.83,446.69,468.13,506.99,570.87,797.79,1212.32,893.38,1013.98,1141.74,1595.58,2424.64,1235.1,1355.7,1483.46,1937.3,1576.82,1697.42,1825.18,2279.02,1918.54,2039.14,2166.9,2620.74,788.41,848.71,912.59,1139.51,1130.13,1190.43,1254.31,1481.23,1471.85,1532.15,1596.03,1822.95,,"$5,500",Included in Medical,"$11,000",Included in Medical,"$5,500",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$50,30% Coinsurance after deductible,$500 Copay after deductible and 30% Coinsurance after deductible,$500 Copay per Stay after deductible and 50% Coinsurance after deductible,30% Coinsurance after deductible,$20,$80 Copay after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39003,Allen,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920430,Anthem Bronze Pathway X HMO 6000 ($0 Virtual PCP + $0 Select Drugs + Incentives),Not Applicable,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO60000VirtualPCP0SelectDrugsIncentives/English/DG24746416,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,324.7,387.51,424.44,444.81,481.74,542.43,758.05,1151.93,848.88,963.48,1084.86,1516.1,2303.86,1173.58,1288.18,1409.56,1840.8,1498.28,1612.88,1734.26,2165.5,1822.98,1937.58,2058.96,2490.2,749.14,806.44,867.13,1082.75,1073.84,1131.14,1191.83,1407.45,1398.54,1455.84,1516.53,1732.15,,"$6,000",Included in Medical,"$12,000",Included in Medical,"$6,000",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,$50 and 35% Coinsurance after deductible,35% Coinsurance after deductible,$500 Copay after deductible and 35% Coinsurance after deductible,$500 Copay per Stay after deductible and 35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,35% Coinsurance after deductible,40% Coinsurance after deductible,40% Coinsurance after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39003,Allen,Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920431,Anthem Bronze Pathway X HMO 9100/0% Standard,Design 1,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO91000Standard/English/DG24746748,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,319.17,380.91,417.21,437.24,473.53,533.19,745.14,1132.31,834.42,947.06,1066.38,1490.28,2264.62,1153.59,1266.23,1385.55,1809.45,1472.76,1585.4,1704.72,2128.62,1791.93,1904.57,2023.89,2447.79,736.38,792.7,852.36,1064.31,1055.55,1111.87,1171.53,1383.48,1374.72,1431.04,1490.7,1702.65,,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,"$9,100",Included in Medical,"$18,200",Included in Medical,"$9,100",Included in Medical,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,No Charge after Deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OH,39003,Allen,Expanded Bronze,Anthem Blue Cross and Blue Shield,29276,29276OH0920432,Anthem Bronze Pathway X HMO 7500/50% Standard,Design 1,HMO,Rating Area 2,Allows Adult and Child-Only,SERFF,1-855-748-1808,1-855-748-1808,,https://www.anthem.com/find-care/?alphaprefix=JWV,http://anthem.ly/IND-OH-EN-KIT-2023,https://sbc.anthem.com/dpsdeeplink/deepLink/AnthemBronzePathwayXHMO750050Standard/English/DG24746723,https://www.anthem.com/OHSelectdrugtier4,,X,100.00%,,349.43,417.03,456.77,478.69,518.43,583.75,815.79,1239.67,913.54,1036.86,1167.5,1631.58,2479.34,1262.97,1386.29,1516.93,1981.01,1612.4,1735.72,1866.36,2330.44,1961.83,2085.15,2215.79,2679.87,806.2,867.86,933.18,1165.22,1155.63,1217.29,1282.61,1514.65,1505.06,1566.72,1632.04,1864.08,,"$7,500",Included in Medical,"$15,000",Included in Medical,"$7,500",Included in Medical,"$9,000",Included in Medical,"$18,000",Included in Medical,"$9,000",Included in Medical,$50,$100,50% Coinsurance after deductible,50% Coinsurance after deductible,50% Coinsurance after deductible,$25,$50 Copay after deductible,$100 Copay after deductible,$500 Copay after deductible,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
